Source;Target;Weight;Type
bus.Spot@345e5a17;bus.Spot@5ea502e0;1;Directed
bus.Spot@443dbe42;bus.Spot@473b3b7a;1;Directed
bus.Spot@1734f68;bus.Spot@77b7ffa4;1;Directed
bus.Spot@5ed190be;bus.Spot@402f80f5;2;Directed
bus.Spot@5bbc9f97;bus.Spot@133e019b;2;Directed
bus.Spot@41382722;bus.Spot@7dac3fd8;1;Directed
bus.Spot@425357dd;bus.Spot@2102a4d5;3;Directed
bus.Spot@210386e0;bus.Spot@3d4d3fe7;11;Directed
bus.Spot@65f87a2c;bus.Spot@51684e4a;2;Directed
bus.Spot@6ce1f601;bus.Spot@38875e7d;6;Directed
bus.Spot@1e886a5b;bus.Spot@d816dde;9;Directed
bus.Spot@6e33c391;bus.Spot@6c451c9c;1;Directed
bus.Spot@31c269fd;bus.Spot@372b0d86;4;Directed
bus.Spot@47747fb9;bus.Spot@3113a37;1;Directed
bus.Spot@213e3629;bus.Spot@4e9658b5;2;Directed
bus.Spot@2a7b6f69;bus.Spot@20312893;1;Directed
bus.Spot@70eecdc2;bus.Spot@c41709a;1;Directed
bus.Spot@7db0565c;bus.Spot@54ec8cc9;3;Directed
bus.Spot@52eacb4b;bus.Spot@5528a42c;2;Directed
bus.Spot@2a551a63;bus.Spot@1a6f5124;1;Directed
bus.Spot@1edb61b1;bus.Spot@ec2bf82;1;Directed
bus.Spot@cc62a3b;bus.Spot@6cc0bcf6;1;Directed
bus.Spot@29539e36;bus.Spot@32f61a31;2;Directed
bus.Spot@f5c79a6;bus.Spot@669253b7;1;Directed
bus.Spot@5305c37d;bus.Spot@51a06cbe;1;Directed
bus.Spot@3dddbe65;bus.Spot@49a64d82;11;Directed
bus.Spot@344561e0;bus.Spot@66d23e4a;2;Directed
bus.Spot@36ac8a63;bus.Spot@4d9d1b69;2;Directed
bus.Spot@52c8295b;bus.Spot@251f7d26;2;Directed
bus.Spot@77b21474;bus.Spot@52d10fb8;2;Directed
bus.Spot@41c07648;bus.Spot@1fe8d51b;1;Directed
bus.Spot@781e7326;bus.Spot@22680f52;1;Directed
bus.Spot@60d84f61;bus.Spot@39c11e6c;2;Directed
bus.Spot@324dcd31;bus.Spot@503d56b5;1;Directed
bus.Spot@72bca894;bus.Spot@433ffad1;3;Directed
bus.Spot@1fc793c2;bus.Spot@2575f671;1;Directed
bus.Spot@329a1243;bus.Spot@ecf9fb3;1;Directed
bus.Spot@2d35442b;bus.Spot@27f9e982;4;Directed
bus.Spot@4593ff34;bus.Spot@37d3d232;1;Directed
bus.Spot@30c0ccff;bus.Spot@581d969c;2;Directed
bus.Spot@22db8f4;bus.Spot@2b46a8c1;1;Directed
bus.Spot@1d572e62;bus.Spot@29caf222;1;Directed
bus.Spot@46cf05f7;bus.Spot@5851bd4f;2;Directed
bus.Spot@7cd1ac19;bus.Spot@2f40a43;1;Directed
bus.Spot@3caa4757;bus.Spot@69c43e48;4;Directed
bus.Spot@1804f60d;bus.Spot@3a80515c;1;Directed
bus.Spot@547e29a4;bus.Spot@1c807b1d;2;Directed
bus.Spot@238b521e;bus.Spot@1b39fd82;4;Directed
bus.Spot@3e2fc448;bus.Spot@21680803;1;Directed
bus.Spot@588ab592;bus.Spot@c8b96ec;1;Directed
bus.Spot@4cc61eb1;bus.Spot@2d8f2f3a;2;Directed
bus.Spot@2024293c;bus.Spot@7048f722;1;Directed
bus.Spot@c074c0c;bus.Spot@58a55449;1;Directed
bus.Spot@5949eba8;bus.Spot@6e0ff644;1;Directed
bus.Spot@58dea0a5;bus.Spot@2a2bb0eb;4;Directed
bus.Spot@3c291aad;bus.Spot@2d0566ba;1;Directed
bus.Spot@733037;bus.Spot@7728643a;1;Directed
bus.Spot@320e400;bus.Spot@5167268;1;Directed
bus.Spot@1cfd1875;bus.Spot@28c0b664;1;Directed
bus.Spot@2c444798;bus.Spot@1af7f54a;2;Directed
bus.Spot@6ebd78d1;bus.Spot@436390f4;3;Directed
bus.Spot@4d157787;bus.Spot@68ed96ca;1;Directed
bus.Spot@6d1310f6;bus.Spot@3228d990;2;Directed
bus.Spot@54e7391d;bus.Spot@50b8ae8d;1;Directed
bus.Spot@255990cc;bus.Spot@51c929ae;4;Directed
bus.Spot@3c8bdd5b;bus.Spot@29d2d081;5;Directed
bus.Spot@40e4ea87;bus.Spot@58783f6c;2;Directed
bus.Spot@3a7b503d;bus.Spot@512d92b;3;Directed
bus.Spot@62c5bbdc;bus.Spot@7bdf6bb7;2;Directed
bus.Spot@1bc53649;bus.Spot@88d6f9b;4;Directed
bus.Spot@47d93e0d;bus.Spot@475b7792;1;Directed
bus.Spot@751e664e;bus.Spot@160c3ec1;1;Directed
bus.Spot@182b435b;bus.Spot@4d0402b;3;Directed
bus.Spot@2fa7ae9;bus.Spot@7577b641;1;Directed
bus.Spot@3704122f;bus.Spot@3153ddfc;9;Directed
bus.Spot@60afd40d;bus.Spot@28a2a3e7;1;Directed
bus.Spot@3f2049b6;bus.Spot@10b3df93;1;Directed
bus.Spot@ea27e34;bus.Spot@33a2499c;1;Directed
bus.Spot@e72dba7;bus.Spot@33c2bd;1;Directed
bus.Spot@1dfd5f51;bus.Spot@3c321bdb;1;Directed
bus.Spot@24855019;bus.Spot@3abd581e;1;Directed
bus.Spot@4d4d8fcf;bus.Spot@610db97e;1;Directed
bus.Spot@6f0628de;bus.Spot@3fabf088;1;Directed
bus.Spot@1e392345;bus.Spot@12f3afb5;2;Directed
bus.Spot@4ced35ed;bus.Spot@2c22a348;2;Directed
bus.Spot@7bd69e82;bus.Spot@74d7184a;2;Directed
bus.Spot@51b01960;bus.Spot@6831d8fd;1;Directed
bus.Spot@27dc79f7;bus.Spot@6b85300e;3;Directed
bus.Spot@3aaf4f07;bus.Spot@5cbf9e9f;1;Directed
bus.Spot@18e8473e;bus.Spot@5a2f016d;2;Directed
bus.Spot@1a38ba58;bus.Spot@3ad394e6;2;Directed
bus.Spot@6058e535;bus.Spot@42deb43a;4;Directed
bus.Spot@1deb2c43;bus.Spot@3bb9efbc;2;Directed
bus.Spot@1cefc4b3;bus.Spot@2b27cc70;4;Directed
bus.Spot@6f6a7463;bus.Spot@1bdaa23d;2;Directed
bus.Spot@79f227a9;bus.Spot@6ca320ab;1;Directed
bus.Spot@50d68830;bus.Spot@1e53135d;1;Directed
bus.Spot@7674a051;bus.Spot@3a7704c;2;Directed
bus.Spot@6754ef00;bus.Spot@619bd14c;1;Directed
bus.Spot@323e8306;bus.Spot@a23a01d;4;Directed
bus.Spot@4acf72b6;bus.Spot@7561db12;4;Directed
bus.Spot@3301500b;bus.Spot@24b52d3e;1;Directed
bus.Spot@15deb1dc;bus.Spot@6e9c413e;1;Directed
bus.Spot@57a4d5ee;bus.Spot@5af5def9;1;Directed
bus.Spot@3a45c42a;bus.Spot@36dce7ed;2;Directed
bus.Spot@47a64f7d;bus.Spot@33d05366;3;Directed
bus.Spot@27a0a5a2;bus.Spot@7692cd34;1;Directed
bus.Spot@33aa93c;bus.Spot@32c0915e;1;Directed
bus.Spot@106faf11;bus.Spot@70f43b45;1;Directed
bus.Spot@26d10f2e;bus.Spot@10ad20cb;6;Directed
bus.Spot@7dd712e8;bus.Spot@2c282004;1;Directed
bus.Spot@22ee2d0;bus.Spot@7bfc3126;1;Directed
bus.Spot@3e792ce3;bus.Spot@53bc1328;2;Directed
bus.Spot@26f143ed;bus.Spot@3c1e3314;2;Directed
bus.Spot@4b770e40;bus.Spot@78e16155;2;Directed
bus.Spot@54a3ab8f;bus.Spot@1968a49c;1;Directed
bus.Spot@6a1ebcff;bus.Spot@19868320;5;Directed
bus.Spot@50b0bc4c;bus.Spot@c20be82;3;Directed
bus.Spot@13c612bd;bus.Spot@3ef41c66;1;Directed
bus.Spot@6b739528;bus.Spot@622ef26a;2;Directed
bus.Spot@41de5768;bus.Spot@5f577419;1;Directed
bus.Spot@28fa700e;bus.Spot@3d526ad9;1;Directed
bus.Spot@e041f0c;bus.Spot@6a175569;1;Directed
bus.Spot@11963225;bus.Spot@3f3c966c;2;Directed
bus.Spot@11ee02f8;bus.Spot@4102b1b1;2;Directed
bus.Spot@61a5b4ae;bus.Spot@3a71c100;1;Directed
bus.Spot@5b69fd74;bus.Spot@f325091;1;Directed
bus.Spot@437e95
